date,open,high,low,close,volume
2024-02-20,1292.5,1320.63,1259.87,1275.85,4425003
2024-02-21,1277.89,1280.59,1252.93,1254.09,11169822
2024-02-22,1255.49,1258.42,1246.02,1246.52,1011055
2024-02-23,1245.06,1255.59,1213.27,1229.35,22090313
2024-02-26,1233.7,1245.96,1203.72,1210.0,11545706
2024-02-27,1208.47,1222.23,1188.88,1200.29,9819015
2024-02-28,1199.48,1207.95,1175.07,1180.92,8531249
2024-02-29,1182.86,1206.53,1173.1,1205.35,26299975
2024-03-01,1205.2,1225.41,1192.63,1214.15,14352658
2024-03-04,1218.68,1230.03,1178.11,1192.55,2022573
2024-03-05,1192.55,1218.07,1185.84,1196.22,23479228
2024-03-06,1195.43,1214.48,1181.56,1211.64,29600747
2024-03-07,1210.63,1249.05,1192.3,1234.61,1446743
2024-03-08,1234.81,1282.3,1232.28,1262.57,20382252
2024-03-11,1258.71,1269.75,1254.48,1264.97,18829048
2024-03-12,1268.14,1287.99,1211.37,1234.63,6428432
2024-03-13,1233.89,1238.41,1207.42,1211.03,21555507
2024-03-14,1212.85,1234.77,1211.46,1234.51,26410175
2024-03-15,1235.8,1290.41,1214.83,1267.71,15157107
2024-03-18,1271.03,1276.05,1234.95,1247.33,14976692
2024-03-19,1245.62,1262.24,1208.83,1224.88,8168412
2024-03-20,1229.62,1230.39,1182.47,1192.19,9481064
2024-03-21,1195.42,1198.73,1156.7,1167.92,11037809
2024-03-22,1171.96,1176.51,1139.19,1148.64,3179141
2024-03-25,1146.09,1167.87,1120.87,1139.19,11824744
2024-03-26,1140.15,1146.89,1126.75,1138.19,16544576
2024-03-27,1137.84,1140.93,1119.88,1125.68,6585076
2024-03-28,1121.43,1151.14,1119.02,1150.62,2752899
2024-03-29,1153.23,1180.16,1130.52,1177.77,15169060
2024-04-01,1179.68,1186.98,1164.05,1173.19,7513562
2024-04-02,1176.13,1208.39,1164.75,1194.13,9480705
2024-04-03,1192.34,1241.32,1185.57,1228.5,16524429
2024-04-04,1231.08,1249.52,1204.49,1216.01,5209933
2024-04-05,1218.89,1270.81,1216.81,1247.05,3579504
2024-04-08,1246.51,1264.15,1198.03,1213.32,17289714
2024-04-09,1211.51,1225.82,1164.81,1184.73,10851827
2024-04-10,1180.95,1184.13,1153.26,1181.38,6276858
2024-04-11,1179.05,1189.17,1165.68,1168.63,11719306
2024-04-12,1166.8,1178.05,1157.6,1169.72,16626803
2024-04-15,1172.35,1186.75,1161.48,1183.91,20402677
2024-04-16,1184.08,1198.61,1163.07,1173.36,10749821
2024-04-17,1172.65,1181.44,1165.42,1181.1,2967837
2024-04-18,1180.05,1184.29,1160.49,1168.78,17189938
2024-04-19,1168.86,1191.37,1148.04,1161.17,29190923
2024-04-22,1164.52,1166.63,1117.37,1135.75,14527605
2024-04-23,1136.79,1137.28,1112.63,1129.41,28094693
2024-04-24,1130.37,1180.06,1127.64,1157.96,14324666
2024-04-25,1154.6,1158.37,1129.41,1134.38,22968391
2024-04-26,1134.38,1138.07,1109.77,1117.8,21976414
2024-04-29,1114.72,1134.15,1102.98,1105.21,23108409
2024-04-30,1107.62,1113.48,1087.23,1096.03,13459297
2024-05-01,1097.17,1097.65,1082.88,1084.85,29152164
2024-05-02,1087.42,1092.51,1086.61,1092.01,5867345
2024-05-03,1089.15,1105.88,1072.36,1092.62,1771200
2024-05-06,1093.16,1094.55,1062.96,1065.58,25138631
2024-05-07,1064.45,1079.3,1062.42,1077.29,11811635
2024-05-08,1081.28,1107.34,1078.02,1101.37,15583928
2024-05-09,1103.36,1104.88,1089.0,1101.87,19695272
2024-05-10,1099.39,1102.1,1076.44,1087.14,22801725
2024-05-13,1086.35,1088.91,1072.58,1080.76,20333906
2024-05-14,1084.3,1100.45,1079.53,1081.7,21358721
2024-05-15,1079.42,1084.7,1078.57,1082.59,17217456
2024-05-16,1080.96,1106.76,1078.17,1102.79,27600309
2024-05-17,1106.8,1107.65,1076.78,1089.34,13776671
2024-05-20,1085.68,1108.95,1080.21,1108.16,1632729
2024-05-21,1106.94,1132.63,1089.31,1103.42,22045338
2024-05-22,1102.68,1154.72,1088.47,1143.35,24288496
2024-05-23,1142.78,1161.92,1136.57,1153.69,3248415
2024-05-24,1152.17,1159.8,1117.84,1141.24,3241728
2024-05-27,1139.15,1147.92,1116.23,1127.51,13088635
2024-05-28,1128.27,1137.89,1118.93,1129.8,16811733
2024-05-29,1133.61,1135.84,1126.72,1127.81,13550885
2024-05-30,1125.03,1148.84,1118.57,1132.15,27023710
2024-05-31,1131.51,1143.67,1122.91,1140.7,15787026
2024-06-03,1143.03,1156.59,1123.05,1134.19,6284889
2024-06-04,1130.91,1156.14,1128.28,1153.4,16934040
2024-06-05,1154.62,1174.66,1139.73,1156.95,25064541
2024-06-06,1156.11,1179.25,1152.6,1178.2,15245847
2024-06-07,1173.64,1177.22,1156.42,1156.54,21720635
2024-06-10,1160.41,1169.89,1144.56,1159.3,14592530
2024-06-11,1158.37,1179.45,1154.62,1179.19,22637594
2024-06-12,1177.42,1178.81,1164.46,1170.91,6433989
2024-06-13,1169.73,1179.11,1166.03,1171.64,5570522
2024-06-14,1172.39,1206.87,1169.36,1206.32,20667586
2024-06-17,1208.55,1251.25,1189.84,1234.38,10942295
2024-06-18,1235.84,1239.17,1201.22,1204.29,16249656
2024-06-19,1199.86,1221.34,1194.52,1219.5,20973393
2024-06-20,1223.3,1228.74,1221.95,1227.21,25673159
2024-06-21,1226.66,1250.57,1165.44,1179.73,14481820
2024-06-24,1183.01,1212.89,1182.63,1202.64,26604402
2024-06-25,1198.29,1220.25,1159.63,1171.21,17585694
2024-06-26,1172.26,1180.64,1156.79,1175.81,7789721
2024-06-27,1179.89,1181.44,1152.26,1152.43,8785274
2024-06-28,1153.77,1182.42,1151.43,1173.74,17300527
2024-07-01,1176.07,1199.05,1121.21,1138.12,28506545
2024-07-02,1134.66,1154.2,1124.62,1150.37,7350712
2024-07-03,1154.26,1157.92,1146.8,1147.1,17811134
2024-07-04,1149.82,1152.31,1137.91,1140.56,11237607
2024-07-05,1137.64,1147.01,1137.23,1142.93,16644006
2024-07-08,1140.9,1183.47,1136.31,1168.41,1096735
2024-07-09,1163.93,1168.83,1160.45,1168.31,14282879
2024-07-10,1169.78,1183.89,1149.58,1163.16,14526114
2024-07-11,1163.18,1185.48,1145.22,1154.87,11667201
2024-07-12,1153.34,1153.69,1148.4,1148.52,21279536
2024-07-15,1145.09,1179.15,1131.79,1162.98,11489271
2024-07-16,1159.36,1176.12,1126.05,1139.46,9184407
2024-07-17,1135.15,1143.23,1130.89,1139.77,26732181
2024-07-18,1140.64,1140.75,1132.15,1135.01,25483446
2024-07-19,1134.57,1141.72,1119.88,1127.29,15757724
2024-07-22,1126.8,1164.0,1107.75,1143.73,644710
2024-07-23,1141.36,1144.67,1123.42,1124.96,25191806
2024-07-24,1123.25,1157.69,1118.5,1147.42,26578736
2024-07-25,1145.43,1147.5,1141.08,1143.99,26350830
2024-07-26,1140.48,1188.86,1132.37,1168.76,20532228
2024-07-29,1171.49,1171.9,1142.37,1146.09,21292600
2024-07-30,1144.67,1166.42,1129.47,1160.81,17008261
2024-07-31,1163.04,1208.85,1152.6,1188.01,22727108
2024-08-01,1184.35,1204.63,1182.13,1200.51,12462824
2024-08-02,1201.67,1208.27,1164.92,1174.27,5071465
2024-08-05,1177.55,1216.46,1170.61,1204.66,8701388
2024-08-06,1204.89,1235.52,1181.92,1211.86,21996679
2024-08-07,1209.96,1244.48,1208.51,1240.51,27599660
2024-08-08,1236.19,1248.64,1225.4,1240.82,9580211
2024-08-09,1239.28,1253.14,1212.58,1232.42,11915017
2024-08-12,1233.01,1235.36,1196.64,1200.06,9028620
2024-08-13,1201.9,1225.53,1163.48,1188.52,8059803
2024-08-14,1190.38,1191.79,1144.23,1156.26,15627987
2024-08-15,1151.71,1182.56,1136.8,1176.91,12246403
2024-08-16,1180.69,1184.32,1160.68,1183.89,24114615
2024-08-19,1185.89,1204.45,1177.83,1196.65,29981543
2024-08-20,1196.43,1209.25,1183.42,1204.59,12239652
2024-08-21,1206.75,1219.79,1203.24,1218.33,26511713
2024-08-22,1219.79,1231.3,1192.56,1209.0,8509405
2024-08-23,1208.77,1228.31,1203.22,1204.44,22293324
2024-08-26,1204.37,1228.07,1192.55,1213.54,7121598
2024-08-27,1211.07,1217.86,1158.01,1185.01,2822361
2024-08-28,1183.38,1198.37,1181.91,1197.59,29352776
2024-08-29,1196.56,1199.74,1181.4,1184.3,20148033
2024-08-30,1184.15,1199.11,1166.47,1172.6,26373813
2024-09-02,1171.14,1223.28,1159.78,1202.1,23325360
2024-09-03,1199.52,1225.6,1195.28,1221.21,2762316
2024-09-04,1219.21,1223.86,1218.52,1218.79,11175200
2024-09-05,1221.52,1224.01,1215.57,1219.27,15365426
2024-09-06,1219.3,1219.81,1203.97,1204.74,25548803
2024-09-09,1207.04,1233.37,1205.44,1230.03,26419109
2024-09-10,1228.37,1251.04,1223.75,1244.0,26524856
2024-09-11,1242.72,1261.96,1233.92,1254.17,899643
2024-09-12,1254.25,1305.42,1254.03,1295.29,13782769
2024-09-13,1291.21,1297.13,1251.75,1252.7,18341601
2024-09-16,1250.98,1258.88,1206.28,1232.74,8980715
2024-09-17,1230.14,1251.59,1211.33,1214.16,14262398
2024-09-18,1214.3,1236.62,1175.92,1189.82,10755150
2024-09-19,1190.77,1204.3,1170.08,1183.34,3680307
2024-09-20,1182.3,1184.06,1168.47,1168.77,4762946
2024-09-23,1164.27,1184.21,1161.58,1176.81,4364014
2024-09-24,1174.08,1198.16,1168.16,1196.19,1319513
2024-09-25,1193.21,1199.93,1176.71,1181.48,10789475
2024-09-26,1179.89,1205.25,1172.76,1191.47,29382654
2024-09-27,1196.15,1208.32,1157.38,1168.97,19856213
2024-09-30,1171.8,1191.9,1136.8,1139.71,14310022
2024-10-01,1141.36,1150.59,1111.57,1115.89,4246845
2024-10-02,1116.29,1132.35,1108.27,1130.28,21510796
2024-10-03,1128.31,1150.41,1112.98,1144.0,1887258
2024-10-04,1148.1,1153.68,1130.3,1132.34,29371338
2024-10-07,1135.23,1148.5,1093.26,1104.83,5741748
2024-10-08,1106.88,1142.01,1100.36,1129.31,12217373
2024-10-09,1129.19,1163.71,1122.17,1159.99,6956641
2024-10-10,1161.69,1162.66,1116.98,1127.01,21957190
2024-10-11,1123.7,1134.08,1116.0,1124.05,21253592
2024-10-14,1123.41,1135.06,1098.55,1098.94,4328493
2024-10-15,1098.33,1103.93,1079.52,1080.81,20390938
2024-10-16,1077.83,1080.35,1057.27,1065.81,9627938
2024-10-17,1062.32,1079.01,1052.75,1077.95,25075900
2024-10-18,1077.27,1098.83,1073.44,1097.19,4195868
2024-10-21,1097.94,1103.6,1081.49,1082.86,13404564
2024-10-22,1083.09,1088.2,1030.12,1035.01,18831610
2024-10-23,1036.86,1054.6,1031.58,1054.32,22776941
2024-10-24,1054.74,1064.27,1051.29,1057.34,13844541
2024-10-25,1054.83,1072.07,1045.4,1062.32,14782732
2024-10-28,1064.66,1079.38,1062.6,1078.39,4285747
2024-10-29,1080.5,1086.12,1069.21,1073.11,12026203
2024-10-30,1073.17,1076.7,1057.47,1058.81,25645559
2024-10-31,1058.67,1095.23,1055.44,1087.98,21567703
2024-11-01,1090.22,1108.46,1071.29,1096.61,28583707
2024-11-04,1100.77,1114.4,1063.51,1071.36,21185473
2024-11-05,1072.15,1076.14,1034.26,1038.45,5094921
2024-11-06,1035.66,1093.52,1019.6,1089.77,13961311
2024-11-07,1087.37,1091.58,1050.53,1062.79,16504017
2024-11-08,1064.87,1084.61,1038.13,1042.73,9165972
2024-11-11,1045.19,1046.1,1023.11,1034.15,23658179
2024-11-12,1036.65,1064.79,1035.11,1062.75,2493928
2024-11-13,1059.52,1080.86,1058.35,1078.63,11420371
2024-11-14,1074.57,1109.01,1063.02,1105.6,4837617
2024-11-15,1101.68,1107.58,1099.03,1105.75,23873761
2024-11-18,1102.88,1137.05,1100.59,1133.84,9670712
2024-11-19,1137.07,1143.85,1135.72,1136.74,5562816
2024-11-20,1132.74,1164.76,1130.66,1155.57,17070098
2024-11-21,1156.2,1181.09,1138.8,1176.1,19701228
2024-11-22,1173.79,1183.23,1143.81,1145.84,24754343
2024-11-25,1146.58,1167.03,1137.5,1158.27,27199060
2024-11-26,1155.09,1196.78,1141.5,1177.57,6715226
2024-11-27,1177.95,1203.6,1132.67,1142.62,25993288
2024-11-28,1145.87,1155.27,1141.24,1155.05,12149353
2024-11-29,1151.69,1174.34,1120.23,1137.16,8987905
2024-12-02,1141.29,1141.87,1108.71,1112.52,22695629
2024-12-03,1114.9,1152.85,1114.56,1147.05,18268982
2024-12-04,1149.85,1176.57,1144.9,1166.04,1378123
2024-12-05,1170.12,1178.68,1156.45,1163.41,12389175
2024-12-06,1159.25,1175.26,1153.45,1168.79,12871264
2024-12-09,1172.95,1178.68,1144.88,1176.62,16498463
2024-12-10,1172.11,1179.97,1144.87,1155.94,4898417
2024-12-11,1151.74,1173.71,1110.57,1136.2,3464507
2024-12-12,1134.94,1162.74,1119.88,1159.52,19362367
2024-12-13,1162.27,1203.71,1149.42,1198.08,1468404
2024-12-16,1199.77,1212.54,1193.2,1200.44,14726288
2024-12-17,1202.83,1220.37,1193.21,1215.72,26804589
2024-12-18,1215.24,1238.81,1212.57,1234.72,19645018
2024-12-19,1236.85,1274.29,1230.97,1263.24,13817672
2024-12-20,1260.97,1302.38,1258.32,1297.53,17742921
2024-12-23,1301.02,1309.21,1257.14,1267.25,28696442
2024-12-24,1271.36,1276.21,1269.02,1272.12,16130644
2024-12-25,1270.63,1313.94,1269.05,1308.55,2125857
2024-12-26,1311.95,1334.16,1308.46,1333.36,25519665
2024-12-27,1337.73,1342.84,1317.24,1325.65,16877699
2024-12-30,1328.73,1349.49,1327.72,1349.38,16577895
2024-12-31,1349.12,1352.8,1328.89,1332.13,4579516
2025-01-01,1327.16,1338.93,1314.43,1314.81,7270371
2025-01-02,1316.14,1331.22,1288.64,1309.57,3663939
2025-01-03,1307.82,1326.34,1294.55,1313.37,28606348
2025-01-06,1318.26,1340.01,1289.39,1311.37,24171634
2025-01-07,1307.53,1355.15,1307.34,1353.82,28370407
2025-01-08,1355.17,1365.11,1354.62,1364.24,8358388
2025-01-09,1366.89,1402.69,1357.67,1393.09,15130782
2025-01-10,1395.77,1419.59,1368.42,1394.06,5330558
2025-01-13,1396.85,1425.55,1378.1,1402.44,10353170
2025-01-14,1403.87,1439.3,1394.35,1418.57,6083542
2025-01-15,1414.61,1454.55,1392.35,1432.75,9440123
2025-01-16,1433.77,1437.28,1425.72,1430.38,12135362
2025-01-17,1428.51,1451.39,1427.78,1445.63,29446751
2025-01-20,1441.69,1528.29,1435.32,1521.0,6745651
2025-01-21,1522.07,1530.19,1477.6,1494.17,837594
2025-01-22,1490.97,1512.89,1466.47,1504.49,15987207
2025-01-23,1506.9,1508.32,1472.79,1483.31,29076745
2025-01-24,1483.65,1497.53,1439.43,1465.38,4844533
2025-01-27,1463.03,1505.82,1446.84,1497.94,29199042
2025-01-28,1499.41,1508.24,1476.34,1479.55,14083161
2025-01-29,1480.03,1484.25,1420.41,1423.9,21587179
2025-01-30,1427.35,1438.44,1380.19,1391.54,2735985
2025-01-31,1395.55,1398.47,1388.67,1393.55,15244478
2025-02-03,1398.69,1422.03,1368.99,1392.69,29951302
2025-02-04,1390.55,1431.7,1384.45,1429.62,8437321
2025-02-05,1425.57,1444.9,1372.16,1374.42,4905167
2025-02-06,1370.45,1392.13,1355.1,1391.77,16680634
2025-02-07,1391.73,1402.17,1364.39,1384.41,18177373
2025-02-10,1379.35,1398.8,1371.31,1385.8,20453061
2025-02-11,1390.48,1400.02,1348.23,1356.46,3023980
2025-02-12,1356.88,1358.71,1336.68,1338.93,22161049
2025-02-13,1334.92,1359.48,1293.16,1318.46,28439235
2025-02-14,1314.68,1356.82,1313.73,1349.09,7642087
2025-02-17,1346.27,1347.67,1314.05,1315.01,16064020
2025-02-18,1317.69,1326.92,1304.89,1307.24,29752874
2025-02-19,1307.28,1313.65,1276.56,1290.42,9767269
2025-02-20,1291.19,1303.08,1249.91,1252.9,7840599
2025-02-21,1253.12,1257.03,1249.67,1253.98,20941494
2025-02-24,1258.57,1297.93,1247.88,1286.74,3485550
