date,open,high,low,close,volume
2024-05-09,24.60,24.80,24.55,24.65,1250000
2024-05-10,24.65,24.85,24.60,24.70,1270000
2024-05-13,24.70,24.90,24.65,24.75,1290000
2024-05-14,24.75,24.95,24.70,24.80,1310000
2024-05-15,24.80,25.00,24.75,24.85,1280000
2024-05-16,24.85,25.05,24.80,24.90,1320000
2024-05-17,24.90,25.10,24.85,24.95,1260000
2024-05-20,24.95,25.15,24.90,25.00,1240000
2024-05-21,25.00,25.20,24.95,25.05,1280000
2024-05-22,25.05,25.25,25.00,25.10,1220000
2024-05-23,25.10,25.30,25.05,25.15,1250000
2024-05-24,25.15,25.35,25.10,25.20,1270000
2024-05-27,25.20,25.40,25.15,25.25,1290000
2024-05-28,25.25,25.45,25.20,25.30,1310000
2024-05-29,25.30,25.50,25.25,25.35,1280000
2024-05-30,25.35,25.55,25.30,25.40,1320000
2024-05-31,25.40,25.60,25.35,25.45,1260000
2024-06-03,25.45,25.65,25.40,25.50,1240000
2024-06-04,25.50,25.70,25.45,25.55,1280000
2024-06-05,25.55,25.75,25.50,25.60,1220000
2024-06-06,25.60,25.80,25.55,25.65,1250000
2024-06-07,25.65,25.85,25.60,25.70,1270000
2024-06-11,25.70,25.90,25.65,25.75,1290000
2024-06-12,25.75,25.95,25.70,25.80,1310000
2024-06-13,25.80,26.00,25.75,25.85,1280000
2024-06-14,25.85,26.05,25.80,25.90,1320000
2024-06-17,25.90,26.10,25.85,25.95,1260000
2024-06-18,25.95,26.15,25.90,26.00,1240000
2024-06-19,26.00,26.20,25.95,26.05,1280000
2024-06-20,26.05,26.25,26.00,26.10,1220000
2024-06-21,26.10,26.30,26.05,26.15,1250000
2024-06-24,26.15,26.35,26.10,26.20,1270000
2024-06-25,26.20,26.40,26.15,26.25,1290000
2024-06-26,26.25,26.45,26.20,26.30,1310000
2024-06-27,26.30,26.50,26.25,26.35,1280000
2024-06-28,26.35,26.55,26.30,26.40,1320000
2024-07-01,26.40,26.60,26.35,26.45,1260000
2024-07-02,26.45,26.65,26.40,26.50,1240000
2024-07-03,26.50,26.70,26.45,26.55,1280000
2024-07-04,26.55,26.75,26.50,26.60,1220000
2024-07-05,26.60,26.80,26.55,26.65,1250000
2024-07-08,26.65,26.85,26.60,26.70,1270000
2024-07-09,26.70,26.90,26.65,26.75,1290000
2024-07-10,26.75,26.95,26.70,26.80,1310000
2024-07-11,26.80,27.00,26.75,26.85,1280000
2024-07-12,26.85,27.05,26.80,26.90,1320000
2024-07-15,26.90,27.10,26.85,26.95,1260000
2024-07-16,26.95,27.15,26.90,27.00,1240000
2024-07-17,27.00,27.20,26.95,27.05,1280000
2024-07-18,27.05,27.25,27.00,27.10,1220000
2024-07-19,27.10,27.30,27.05,27.15,1250000
2024-07-22,27.15,27.35,27.10,27.20,1270000
2024-07-23,27.20,27.40,27.15,27.25,1290000
2024-07-24,27.25,27.45,27.20,27.30,1310000
2024-07-25,27.30,27.50,27.25,27.35,1280000
2024-07-26,27.35,27.55,27.30,27.40,1320000
2024-07-29,27.40,27.60,27.35,27.45,1260000
2024-07-30,27.45,27.65,27.40,27.50,1240000
2024-07-31,27.50,27.70,27.45,27.55,1280000
2024-08-01,27.55,27.75,27.50,27.60,1220000
2024-08-02,27.60,27.80,27.55,27.65,1250000
2024-08-05,27.65,27.85,27.60,27.70,1270000
2024-08-06,27.70,27.90,27.65,27.75,1290000
2024-08-07,27.75,27.95,27.70,27.80,1310000
2024-08-08,27.80,28.00,27.75,27.85,1280000
2024-08-09,27.85,28.05,27.80,27.90,1320000
2024-08-12,27.90,28.10,27.85,27.95,1260000
2024-08-13,27.95,28.15,27.90,28.00,1240000
2024-08-14,28.00,28.20,27.95,28.05,1280000
2024-08-15,28.05,28.25,28.00,28.10,1220000
2024-08-16,28.10,28.30,28.05,28.15,1250000
2024-08-19,28.15,28.35,28.10,28.20,1270000
2024-08-20,28.20,28.40,28.15,28.25,1290000
2024-08-21,28.25,28.45,28.20,28.30,1310000
2024-08-22,28.30,28.50,28.25,28.35,1280000
2024-08-23,28.35,28.55,28.30,28.40,1320000
2024-08-26,28.40,28.60,28.35,28.45,1260000
2024-08-27,28.45,28.65,28.40,28.50,1240000
2024-08-28,28.50,28.70,28.45,28.55,1280000
2024-08-29,28.55,28.75,28.50,28.60,1220000
2024-08-30,28.60,28.80,28.55,28.65,1250000
2024-09-02,28.65,28.85,28.60,28.70,1270000
2024-09-03,28.70,28.90,28.65,28.75,1290000
2024-09-04,28.75,28.95,28.70,28.80,1310000
2024-09-05,28.80,29.00,28.75,28.85,1280000
2024-09-06,28.85,29.05,28.80,28.90,1320000
2024-09-09,28.90,29.10,28.85,28.95,1260000
2024-09-10,28.95,29.15,28.90,29.00,1240000
2024-09-11,29.00,29.20,28.95,29.05,1280000
2024-09-12,29.05,29.25,29.00,29.10,1220000
2024-09-13,29.10,29.30,29.05,29.15,1250000
2024-09-18,29.15,29.35,29.10,29.20,1270000
2024-09-19,29.20,29.40,29.15,29.25,1290000
2024-09-20,29.25,29.45,29.20,29.30,1310000
2024-09-23,29.30,29.50,29.25,29.35,1280000
2024-09-24,29.35,29.55,29.30,29.40,1320000
2024-09-25,29.40,29.60,29.35,29.45,1260000
2024-09-26,29.45,29.65,29.40,29.50,1240000
2024-09-27,29.50,29.70,29.45,29.55,1280000
2024-09-30,29.55,29.75,29.50,29.60,1220000
2024-10-08,29.60,29.80,29.55,29.65,1250000
2024-10-09,29.65,29.85,29.60,29.70,1270000
2024-10-10,29.70,29.90,29.65,29.75,1290000
2024-10-11,29.75,29.95,29.70,29.80,1310000
2024-10-14,29.80,30.00,29.75,29.85,1280000
2024-10-15,29.85,30.05,29.80,29.90,1320000
2024-10-16,29.90,30.10,29.85,29.95,1260000
2024-10-17,29.95,30.15,29.90,30.00,1240000
2024-10-18,30.00,30.20,29.95,30.05,1280000
2024-10-21,30.05,30.25,30.00,30.10,1220000
2024-10-22,30.10,30.30,30.05,30.15,1250000
2024-10-23,30.15,30.35,30.10,30.20,1270000
2024-10-24,30.20,30.40,30.15,30.25,1290000
2024-10-25,30.25,30.45,30.20,30.30,1310000
2024-10-28,30.30,30.50,30.25,30.35,1280000
2024-10-29,30.35,30.55,30.30,30.40,1320000
2024-10-30,30.40,30.60,30.35,30.45,1260000
2024-10-31,30.45,30.65,30.40,30.50,1240000
2024-11-01,30.50,30.70,30.45,30.55,1280000
2024-11-04,30.55,30.75,30.50,30.60,1220000
2024-11-05,30.60,30.80,30.55,30.65,1250000
2024-11-06,30.65,30.85,30.60,30.70,1270000
2024-11-07,30.70,30.90,30.65,30.75,1290000
2024-11-08,30.75,30.95,30.70,30.80,1310000
2024-11-11,30.80,31.00,30.75,30.85,1280000
2024-11-12,30.85,31.05,30.80,30.90,1320000
2024-11-13,30.90,31.10,30.85,30.95,1260000
2024-11-14,30.95,31.15,30.90,31.00,1240000
2024-11-15,31.00,31.20,30.95,31.05,1280000
2024-11-18,31.05,31.25,31.00,31.10,1220000
2024-11-19,31.10,31.30,31.05,31.15,1250000
2024-11-20,31.15,31.35,31.10,31.20,1270000
2024-11-21,31.20,31.40,31.15,31.25,1290000
2024-11-22,31.25,31.45,31.20,31.30,1310000
2024-11-25,31.30,31.50,31.25,31.35,1280000
2024-11-26,31.35,31.55,31.30,31.40,1320000
2024-11-27,31.40,31.60,31.35,31.45,1260000
2024-11-28,31.45,31.65,31.40,31.50,1240000
2024-11-29,31.50,31.70,31.45,31.55,1280000
2024-12-02,31.55,31.75,31.50,31.60,1220000
2024-12-03,31.60,31.80,31.55,31.65,1250000
2024-12-04,31.65,31.85,31.60,31.70,1270000
2024-12-05,31.70,31.90,31.65,31.75,1290000
2024-12-06,31.75,31.95,31.70,31.80,1310000
2024-12-09,31.80,32.00,31.75,31.85,1280000
2024-12-10,31.85,32.05,31.80,31.90,1320000
2024-12-11,31.90,32.10,31.85,31.95,1260000
2024-12-12,31.95,32.15,31.90,32.00,1240000
2024-12-13,32.00,32.20,31.95,32.05,1280000
2024-12-16,32.05,32.25,32.00,32.10,1220000
2024-12-17,32.10,32.30,32.05,32.15,1250000
2024-12-18,32.15,32.35,32.10,32.20,1270000
2024-12-19,32.20,32.40,32.15,32.25,1290000
2024-12-20,32.25,32.45,32.20,32.30,1310000
2024-12-23,32.30,32.50,32.25,32.35,1280000
2024-12-24,32.35,32.55,32.30,32.40,1320000
2024-12-25,32.40,32.60,32.35,32.45,1260000
2024-12-26,32.45,32.65,32.40,32.50,1240000
2024-12-27,32.50,32.70,32.45,32.55,1280000
2024-12-30,32.55,32.75,32.50,32.60,1220000
2024-12-31,32.60,32.80,32.55,32.65,1250000
2025-01-02,32.65,32.85,32.60,32.70,1270000
2025-01-03,32.70,32.90,32.65,32.75,1290000
2025-01-06,32.75,32.95,32.70,32.80,1310000
2025-01-07,32.80,33.00,32.75,32.85,1280000
2025-01-08,32.85,33.05,32.80,32.90,1320000
2025-01-09,32.90,33.10,32.85,32.95,1260000
2025-01-10,32.95,33.15,32.90,33.00,1240000
2025-01-13,33.00,33.20,32.95,33.05,1280000
2025-01-14,33.05,33.25,33.00,33.10,1220000
2025-01-15,33.10,33.30,33.05,33.15,1250000
2025-01-16,33.15,33.35,33.10,33.20,1270000
2025-01-17,33.20,33.40,33.15,33.25,1290000
2025-01-20,33.25,33.45,33.20,33.30,1310000
2025-01-21,33.30,33.50,33.25,33.35,1280000
2025-01-22,33.35,33.55,33.30,33.40,1320000
2025-01-23,33.40,33.60,33.35,33.45,1260000
2025-01-24,33.45,33.65,33.40,33.50,1240000
2025-01-27,33.50,33.70,33.45,33.55,1280000
2025-01-28,33.55,33.75,33.50,33.60,1220000
2025-01-29,33.60,33.80,33.55,33.65,1250000
2025-01-30,33.65,33.85,33.60,33.70,1270000
2025-02-05,33.70,33.90,33.65,33.75,1290000
2025-02-06,33.75,33.95,33.70,33.80,1310000
2025-02-07,33.80,34.00,33.75,33.85,1280000
2025-02-10,33.85,34.05,33.80,33.90,1320000
2025-02-11,33.90,34.10,33.85,33.95,1260000
2025-02-12,33.95,34.15,33.90,34.00,1240000
2025-02-13,34.00,34.20,33.95,34.05,1280000
2025-02-14,34.05,34.25,34.00,34.10,1220000
2025-02-17,34.10,34.30,34.05,34.15,1250000
2025-02-18,34.15,34.35,34.10,34.20,1270000
2025-02-19,34.20,34.40,34.15,34.25,1290000
2025-02-20,34.25,34.45,34.20,34.30,1310000
2025-02-21,34.30,34.50,34.25,34.35,1280000
2025-02-24,34.35,34.55,34.30,34.40,1320000
2025-02-25,34.40,34.60,34.35,34.45,1260000
2025-02-26,34.45,34.65,34.40,34.50,1240000
2025-02-27,34.50,34.70,34.45,34.55,1280000
2025-02-28,34.55,34.75,34.50,34.60,1220000
2025-03-03,34.60,34.80,34.55,34.65,1250000
2025-03-04,34.65,34.85,34.60,34.70,1270000
2025-03-05,34.70,34.90,34.65,34.75,1290000
2025-03-06,34.75,34.95,34.70,34.80,1310000
2025-03-07,34.80,35.00,34.75,34.85,1280000
2025-03-10,34.85,35.05,34.80,34.90,1320000
2025-03-11,34.90,35.10,34.85,34.95,1260000
2025-03-12,34.95,35.15,34.90,35.00,1240000
2025-03-13,35.00,35.20,34.95,35.05,1280000
2025-03-14,35.05,35.25,35.00,35.10,1220000
2025-03-17,35.10,35.30,35.05,35.15,1250000
2025-03-18,35.15,35.35,35.10,35.20,1270000
2025-03-19,35.20,35.40,35.15,35.25,1290000
2025-03-20,35.25,35.45,35.20,35.30,1310000
2025-03-21,35.30,35.50,35.25,35.35,1280000
2025-03-24,35.35,35.55,35.30,35.40,1320000
2025-03-25,35.40,35.60,35.35,35.45,1260000
2025-03-26,35.45,35.65,35.40,35.50,1240000
2025-03-27,35.50,35.70,35.45,35.55,1280000
2025-03-28,35.55,35.75,35.50,35.60,1220000
2025-03-31,35.60,35.80,35.55,35.65,1250000
2025-04-01,35.65,35.85,35.60,35.70,1270000
2025-04-02,35.70,35.90,35.65,35.75,1290000
2025-04-03,35.75,35.95,35.70,35.80,1310000
2025-04-04,35.80,36.00,35.75,35.85,1280000
2025-04-07,35.85,36.05,35.80,35.90,1320000
2025-04-08,35.90,36.10,35.85,35.95,1260000
2025-04-09,35.95,36.15,35.90,36.00,1240000
2025-04-10,36.00,36.20,35.95,36.05,1280000
2025-04-11,36.05,36.25,36.00,36.10,1220000
2025-04-14,36.10,36.30,36.05,36.15,1250000
2025-04-15,36.15,36.35,36.10,36.20,1270000
2025-04-16,36.20,36.40,36.15,36.25,1290000
2025-04-17,36.25,36.45,36.20,36.30,1310000
2025-04-18,36.30,36.50,36.25,36.35,1280000
2025-04-21,36.35,36.55,36.30,36.40,1320000
2025-04-22,36.40,36.60,36.35,36.45,1260000
2025-04-23,36.45,36.65,36.40,36.50,1240000
2025-04-24,36.50,36.70,36.45,36.55,1280000
2025-04-25,36.55,36.75,36.50,36.60,1220000
2025-04-28,36.60,36.80,36.55,36.65,1250000
2025-04-29,36.65,36.85,36.60,36.70,1270000
2025-04-30,36.70,36.90,36.65,36.75,1290000
2025-05-05,36.75,36.95,36.70,36.80,1310000
2025-05-06,36.80,37.00,36.75,36.85,1280000
2025-05-07,36.85,37.05,36.80,36.90,1320000
2025-05-08,36.90,37.10,36.85,36.95,1260000
2025-05-09,36.95,37.15,36.90,37.00,1240000
2025-05-12,37.00,37.20,36.95,37.05,1280000
2025-05-13,37.05,37.25,37.00,37.10,1220000
2025-05-14,37.10,37.30,37.05,37.15,1250000
2025-05-15,37.15,37.35,37.10,37.20,1270000
2025-05-16,37.20,37.40,37.15,37.25,1290000
2025-05-19,37.25,37.45,37.20,37.30,1310000
2025-05-20,37.30,37.50,37.25,37.35,1280000
2025-05-21,37.35,37.55,37.30,37.40,1320000
2025-05-22,37.40,37.60,37.35,37.45,1260000
2025-05-23,37.45,37.65,37.40,37.50,1240000
2025-05-26,37.50,37.70,37.45,37.55,1280000
2025-05-27,37.55,37.75,37.50,37.60,1220000
2025-05-28,37.60,37.80,37.55,37.65,1250000
2025-05-29,37.65,37.85,37.60,37.70,1270000
2025-05-30,37.70,37.90,37.65,37.75,1290000
2025-06-02,37.75,37.95,37.70,37.80,1310000
2025-06-03,37.80,38.00,37.75,37.85,1280000
2025-06-04,37.85,38.05,37.80,37.90,1320000
2025-06-05,37.90,38.10,37.85,37.95,1260000
2025-06-06,37.95,38.15,37.90,38.00,1240000
2025-06-09,38.00,38.20,37.95,38.05,1280000
2025-06-10,38.05,38.25,38.00,38.10,1220000
2025-06-11,38.10,38.30,38.05,38.15,1250000
2025-06-12,38.15,38.35,38.10,38.20,1270000
2025-06-13,38.20,38.40,38.15,38.25,1290000
2025-06-16,38.25,38.45,38.20,38.30,1310000
2025-06-17,38.30,38.50,38.25,38.35,1280000
2025-06-18,38.35,38.55,38.30,38.40,1320000
2025-06-19,38.40,38.60,38.35,38.45,1260000
2025-06-20,38.45,38.65,38.40,38.50,1240000
2025-06-23,38.50,38.70,38.45,38.55,1280000
2025-06-24,38.55,38.75,38.50,38.60,1220000
2025-06-25,38.60,38.80,38.55,38.65,1250000
2025-06-26,38.65,38.85,38.60,38.70,1270000
2025-06-27,38.70,38.90,38.65,38.75,1290000
2025-06-30,38.75,38.95,38.70,38.80,1310000
2025-07-01,38.80,39.00,38.75,38.85,1280000
2025-07-02,38.85,39.05,38.80,38.90,1320000
2025-07-03,38.90,39.10,38.85,38.95,1260000
2025-07-04,38.95,39.15,38.90,39.00,1240000
2025-07-07,39.00,39.20,38.95,39.05,1280000
2025-07-08,39.05,39.25,39.00,39.10,1220000
2025-07-09,39.10,39.30,39.05,39.15,1250000
2025-07-10,39.15,39.35,39.10,39.20,1270000
2025-07-11,39.20,39.40,39.15,39.25,1290000
2025-07-14,39.25,39.45,39.20,39.30,1310000
2025-07-15,39.30,39.50,39.25,39.35,1280000
2025-07-16,39.35,39.55,39.30,39.40,1320000
2025-07-17,39.40,39.60,39.35,39.45,1260000
2025-07-18,39.45,39.65,39.40,39.50,1240000
2025-07-21,39.50,39.70,39.45,39.55,1280000
2025-07-22,39.55,39.75,39.50,39.60,1220000
2025-07-23,39.60,39.80,39.55,39.65,1250000
2025-07-24,39.65,39.85,39.60,39.70,1270000
2025-07-25,39.70,39.90,39.65,39.75,1290000
2025-07-28,39.75,39.95,39.70,39.80,1310000
2025-07-29,39.80,40.00,39.75,39.85,1280000
2025-07-30,39.85,40.05,39.80,39.90,1320000
2025-07-31,39.90,40.10,39.85,39.95,1260000
2025-08-01,39.95,40.15,39.90,40.00,1240000
2025-08-04,40.00,40.20,39.95,40.05,1280000
2025-08-05,40.05,40.25,40.00,40.10,1220000
2025-08-06,40.10,40.30,40.05,40.15,1250000
2025-08-07,40.15,40.35,40.10,40.20,1270000
2025-08-08,40.20,40.40,40.15,40.25,1290000
2025-08-11,40.25,40.45,40.20,40.30,1310000
2025-08-12,40.30,40.50,40.25,40.35,1280000
2025-08-13,40.35,40.55,40.30,40.40,1320000
2025-08-14,40.40,40.60,40.35,40.45,1260000
2025-08-15,40.45,40.65,40.40,40.50,1240000
2025-08-18,40.50,40.70,40.45,40.55,1280000
2025-08-19,40.55,40.75,40.50,40.60,1220000
2025-08-20,40.60,40.80,40.55,40.65,1250000
2025-08-21,40.65,40.85,40.60,40.70,1270000
2025-08-22,40.70,40.90,40.65,40.75,1290000
2025-08-25,40.75,40.95,40.70,40.80,1310000
2025-08-26,40.80,41.00,40.75,40.85,1280000
2025-08-27,40.85,41.05,40.80,40.90,1320000
2025-08-28,40.90,41.10,40.85,40.95,1260000
2025-08-29,40.95,41.15,40.90,41.00,1240000
