date,open,high,low,close,volume
2024-04-22,14.10,14.28,14.05,14.15,1220000
2024-04-23,14.15,14.32,14.10,14.20,1250000
2024-04-24,14.20,14.38,14.15,14.25,1270000
2024-04-25,14.25,14.42,14.20,14.30,1290000
2024-04-26,14.30,14.48,14.25,14.35,1310000
2024-04-29,14.35,14.52,14.30,14.40,1280000
2024-04-30,14.40,14.58,14.35,14.45,1320000
2024-05-06,14.45,14.62,14.40,14.50,1260000
2024-05-07,14.50,14.68,14.45,14.55,1240000
2024-05-08,14.55,14.72,14.50,14.60,1280000
2024-05-09,14.60,14.78,14.55,14.65,1220000
2024-05-10,14.65,14.82,14.60,14.70,1250000
2024-05-13,14.70,14.88,14.65,14.75,1270000
2024-05-14,14.75,14.92,14.70,14.80,1290000
2024-05-15,14.80,14.98,14.75,14.85,1310000
2024-05-16,14.85,15.02,14.80,14.90,1280000
2024-05-17,14.90,15.08,14.85,14.95,1320000
2024-05-20,14.95,15.12,14.90,15.00,1260000
2024-05-21,15.00,15.18,14.95,15.05,1240000
2024-05-22,15.05,15.22,15.00,15.10,1280000
2024-05-23,15.10,15.28,15.05,15.15,1220000
2024-05-24,15.15,15.32,15.10,15.20,1250000
2024-05-27,15.20,15.38,15.15,15.25,1270000
2024-05-28,15.25,15.42,15.20,15.30,1290000
2024-05-29,15.30,15.48,15.25,15.35,1310000
2024-05-30,15.35,15.52,15.30,15.40,1280000
2024-05-31,15.40,15.58,15.35,15.45,1320000
2024-06-03,15.45,15.62,15.40,15.50,1260000
2024-06-04,15.50,15.68,15.45,15.55,1240000
2024-06-05,15.55,15.72,15.50,15.60,1280000
2024-06-06,15.60,15.78,15.55,15.65,1220000
2024-06-07,15.65,15.82,15.60,15.70,1250000
2024-06-11,15.70,15.88,15.65,15.75,1270000
2024-06-12,15.75,15.92,15.70,15.80,1290000
2024-06-13,15.80,15.98,15.75,15.85,1310000
2024-06-14,15.85,16.02,15.80,15.90,1280000
2024-06-17,15.90,16.08,15.85,15.95,1320000
2024-06-18,15.95,16.12,15.90,16.00,1260000
2024-06-19,16.00,16.18,15.95,16.05,1240000
2024-06-20,16.05,16.22,16.00,16.10,1280000
2024-06-21,16.10,16.28,16.05,16.15,1220000
2024-06-24,16.15,16.32,16.10,16.20,1250000
2024-06-25,16.20,16.38,16.15,16.25,1270000
2024-06-26,16.25,16.42,16.20,16.30,1290000
2024-06-27,16.30,16.48,16.25,16.35,1310000
2024-06-28,16.35,16.52,16.30,16.40,1280000
2024-07-01,16.40,16.58,16.35,16.45,1320000
2024-07-02,16.45,16.62,16.40,16.50,1260000
2024-07-03,16.50,16.68,16.45,16.55,1240000
2024-07-04,16.55,16.72,16.50,16.60,1280000
2024-07-05,16.60,16.78,16.55,16.65,1220000
2024-07-08,16.65,16.82,16.60,16.70,1250000
2024-07-09,16.70,16.88,16.65,16.75,1270000
2024-07-10,16.75,16.92,16.70,16.80,1290000
2024-07-11,16.80,16.98,16.75,16.85,1310000
2024-07-12,16.85,17.02,16.80,16.90,1280000
2024-07-15,16.90,17.08,16.85,16.95,1320000
2024-07-16,16.95,17.12,16.90,17.00,1260000
2024-07-17,17.00,17.18,16.95,17.05,1240000
2024-07-18,17.05,17.22,17.00,17.10,1280000
2024-07-19,17.10,17.28,17.05,17.15,1220000
2024-07-22,17.15,17.32,17.10,17.20,1250000
2024-07-23,17.20,17.38,17.15,17.25,1270000
2024-07-24,17.25,17.42,17.20,17.30,1290000
2024-07-25,17.30,17.48,17.25,17.35,1310000
2024-07-26,17.35,17.52,17.30,17.40,1280000
2024-07-29,17.40,17.58,17.35,17.45,1320000
2024-07-30,17.45,17.62,17.40,17.50,1260000
2024-07-31,17.50,17.68,17.45,17.55,1240000
2024-08-01,17.55,17.72,17.50,17.60,1280000
2024-08-02,17.60,17.78,17.55,17.65,1220000
2024-08-05,17.65,17.82,17.60,17.70,1250000
2024-08-06,17.70,17.88,17.65,17.75,1270000
2024-08-07,17.75,17.92,17.70,17.80,1290000
2024-08-08,17.80,17.98,17.75,17.85,1310000
2024-08-09,17.85,18.02,17.80,17.90,1280000
2024-08-12,17.90,18.08,17.85,17.95,1320000
2024-08-13,17.95,18.12,17.90,18.00,1260000
2024-08-14,18.00,18.18,17.95,18.05,1240000
2024-08-15,18.05,18.22,18.00,18.10,1280000
2024-08-16,18.10,18.28,18.05,18.15,1220000
2024-08-19,18.15,18.32,18.10,18.20,1250000
2024-08-20,18.20,18.38,18.15,18.25,1270000
2024-08-21,18.25,18.42,18.20,18.30,1290000
2024-08-22,18.30,18.48,18.25,18.35,1310000
2024-08-23,18.35,18.52,18.30,18.40,1280000
2024-08-26,18.40,18.58,18.35,18.45,1320000
2024-08-27,18.45,18.62,18.40,18.50,1260000
2024-08-28,18.50,18.68,18.45,18.55,1240000
2024-08-29,18.55,18.72,18.50,18.60,1280000
2024-08-30,18.60,18.78,18.55,18.65,1220000
2024-09-02,18.65,18.82,18.60,18.70,1250000
2024-09-03,18.70,18.88,18.65,18.75,1270000
2024-09-04,18.75,18.92,18.70,18.80,1290000
2024-09-05,18.80,18.98,18.75,18.85,1310000
2024-09-06,18.85,19.02,18.80,18.90,1280000
2024-09-09,18.90,19.08,18.85,18.95,1320000
2024-09-10,18.95,19.12,18.90,19.00,1260000
2024-09-11,19.00,19.18,18.95,19.05,1240000
2024-09-12,19.05,19.22,19.00,19.10,1280000
2024-09-13,19.10,19.28,19.05,19.15,1220000
2024-09-18,19.15,19.32,19.10,19.20,1250000
2024-09-19,19.20,19.38,19.15,19.25,1270000
2024-09-20,19.25,19.42,19.20,19.30,1290000
2024-09-23,19.30,19.48,19.25,19.35,1310000
2024-09-24,19.35,19.52,19.30,19.40,1280000
2024-09-25,19.40,19.58,19.35,19.45,1320000
2024-09-26,19.45,19.62,19.40,19.50,1260000
2024-09-27,19.50,19.68,19.45,19.55,1240000
2024-09-30,19.55,19.72,19.50,19.60,1280000
2024-10-08,19.60,19.78,19.55,19.65,1220000
2024-10-09,19.65,19.82,19.60,19.70,1250000
2024-10-10,19.70,19.88,19.65,19.75,1270000
2024-10-11,19.75,19.92,19.70,19.80,1290000
2024-10-14,19.80,19.98,19.75,19.85,1310000
2024-10-15,19.85,20.02,19.80,19.90,1280000
2024-10-16,19.90,20.08,19.85,19.95,1320000
2024-10-17,19.95,20.12,19.90,20.00,1260000
2024-10-18,20.00,20.18,19.95,20.05,1240000
2024-10-21,20.05,20.22,20.00,20.10,1280000
2024-10-22,20.10,20.28,20.05,20.15,1220000
2024-10-23,20.15,20.32,20.10,20.20,1250000
2024-10-24,20.20,20.38,20.15,20.25,1270000
2024-10-25,20.25,20.42,20.20,20.30,1290000
2024-10-28,20.30,20.48,20.25,20.35,1310000
2024-10-29,20.35,20.52,20.30,20.40,1280000
2024-10-30,20.40,20.58,20.35,20.45,1320000
2024-10-31,20.45,20.62,20.40,20.50,1260000
2024-11-01,20.50,20.68,20.45,20.55,1240000
2024-11-04,20.55,20.72,20.50,20.60,1280000
2024-11-05,20.60,20.78,20.55,20.65,1220000
2024-11-06,20.65,20.82,20.60,20.70,1250000
2024-11-07,20.70,20.88,20.65,20.75,1270000
2024-11-08,20.75,20.92,20.70,20.80,1290000
2024-11-11,20.80,20.98,20.75,20.85,1310000
2024-11-12,20.85,21.02,20.80,20.90,1280000
2024-11-13,20.90,21.08,20.85,20.95,1320000
2024-11-14,20.95,21.12,20.90,21.00,1260000
2024-11-15,21.00,21.18,20.95,21.05,1240000
2024-11-18,21.05,21.22,21.00,21.10,1280000
2024-11-19,21.10,21.28,21.05,21.15,1220000
2024-11-20,21.15,21.32,21.10,21.20,1250000
2024-11-21,21.20,21.38,21.15,21.25,1270000
2024-11-22,21.25,21.42,21.20,21.30,1290000
2024-11-25,21.30,21.48,21.25,21.35,1310000
2024-11-26,21.35,21.52,21.30,21.40,1280000
2024-11-27,21.40,21.58,21.35,21.45,1320000
2024-11-28,21.45,21.62,21.40,21.50,1260000
2024-11-29,21.50,21.68,21.45,21.55,1240000
2024-12-02,21.55,21.72,21.50,21.60,1280000
2024-12-03,21.60,21.78,21.55,21.65,1220000
2024-12-04,21.65,21.82,21.60,21.70,1250000
2024-12-05,21.70,21.88,21.65,21.75,1270000
2024-12-06,21.75,21.92,21.70,21.80,1290000
2024-12-09,21.80,21.98,21.75,21.85,1310000
2024-12-10,21.85,22.02,21.80,21.90,1280000
2024-12-11,21.90,22.08,21.85,21.95,1320000
2024-12-12,21.95,22.12,21.90,22.00,1260000
2024-12-13,22.00,22.18,21.95,22.05,1240000
2024-12-16,22.05,22.22,22.00,22.10,1280000
2024-12-17,22.10,22.28,22.05,22.15,1220000
2024-12-18,22.15,22.32,22.10,22.20,1250000
2024-12-19,22.20,22.38,22.15,22.25,1270000
2024-12-20,22.25,22.42,22.20,22.30,1290000
2024-12-23,22.30,22.48,22.25,22.35,1310000
2024-12-24,22.35,22.52,22.30,22.40,1280000
2024-12-25,22.40,22.58,22.35,22.45,1320000
2024-12-26,22.45,22.62,22.40,22.50,1260000
2024-12-27,22.50,22.68,22.45,22.55,1240000
2024-12-30,22.55,22.72,22.50,22.60,1280000
2024-12-31,22.60,22.78,22.55,22.65,1220000
2025-01-02,22.65,22.82,22.60,22.70,1250000
2025-01-03,22.70,22.88,22.65,22.75,1270000
2025-01-06,22.75,22.92,22.70,22.80,1290000
2025-01-07,22.80,22.98,22.75,22.85,1310000
2025-01-08,22.85,23.02,22.80,22.90,1280000
2025-01-09,22.90,23.08,22.85,22.95,1320000
2025-01-10,22.95,23.12,22.90,23.00,1260000
2025-01-13,23.00,23.18,22.95,23.05,1240000
2025-01-14,23.05,23.22,23.00,23.10,1280000
2025-01-15,23.10,23.28,23.05,23.15,1220000
2025-01-16,23.15,23.32,23.10,23.20,1250000
2025-01-17,23.20,23.38,23.15,23.25,1270000
2025-01-20,23.25,23.42,23.20,23.30,1290000
2025-01-21,23.30,23.48,23.25,23.35,1310000
2025-01-22,23.35,23.52,23.30,23.40,1280000
2025-01-23,23.40,23.58,23.35,23.45,1320000
2025-01-24,23.45,23.62,23.40,23.50,1260000
2025-01-27,23.50,23.68,23.45,23.55,1240000
2025-01-28,23.55,23.72,23.50,23.60,1280000
2025-01-29,23.60,23.78,23.55,23.65,1220000
2025-01-30,23.65,23.82,23.60,23.70,1250000
2025-02-05,23.70,23.88,23.65,23.75,1270000
2025-02-06,23.75,23.92,23.70,23.80,1290000
2025-02-07,23.80,23.98,23.75,23.85,1310000
2025-02-10,23.85,24.02,23.80,23.90,1280000
2025-02-11,23.90,24.08,23.85,23.95,1320000
2025-02-12,23.95,24.12,23.90,24.00,1260000
2025-02-13,24.00,24.18,23.95,24.05,1240000
2025-02-14,24.05,24.22,24.00,24.10,1280000
2025-02-17,24.10,24.28,24.05,24.15,1220000
2025-02-18,24.15,24.32,24.10,24.20,1250000
2025-02-19,24.20,24.38,24.15,24.25,1270000
2025-02-20,24.25,24.42,24.20,24.30,1290000
2025-02-21,24.30,24.48,24.25,24.35,1310000
2025-02-24,24.35,24.52,24.30,24.40,1280000
2025-02-25,24.40,24.58,24.35,24.45,1320000
2025-02-26,24.45,24.62,24.40,24.50,1260000
2025-02-27,24.50,24.68,24.45,24.55,1240000
2025-02-28,24.55,24.72,24.50,24.60,1280000
2025-03-03,24.60,24.78,24.55,24.65,1220000
2025-03-04,24.65,24.82,24.60,24.70,1250000
2025-03-05,24.70,24.88,24.65,24.75,1270000
2025-03-06,24.75,24.92,24.70,24.80,1290000
2025-03-07,24.80,24.98,24.75,24.85,1310000
2025-03-10,24.85,25.02,24.80,24.90,1280000
2025-03-11,24.90,25.08,24.85,24.95,1320000
2025-03-12,24.95,25.12,24.90,25.00,1260000
2025-03-13,25.00,25.18,24.95,25.05,1240000
2025-03-14,25.05,25.22,25.00,25.10,1280000
2025-03-17,25.10,25.28,25.05,25.15,1220000
2025-03-18,25.15,25.32,25.10,25.20,1250000
2025-03-19,25.20,25.38,25.15,25.25,1270000
2025-03-20,25.25,25.42,25.20,25.30,1290000
2025-03-21,25.30,25.48,25.25,25.35,1310000
2025-03-24,25.35,25.52,25.30,25.40,1280000
2025-03-25,25.40,25.58,25.35,25.45,1320000
2025-03-26,25.45,25.62,25.40,25.50,1260000
2025-03-27,25.50,25.68,25.45,25.55,1240000
2025-03-28,25.55,25.72,25.50,25.60,1280000
2025-03-31,25.60,25.78,25.55,25.65,1220000
2025-04-01,25.65,25.82,25.60,25.70,1250000
2025-04-02,25.70,25.88,25.65,25.75,1270000
2025-04-03,25.75,25.92,25.70,25.80,1290000
2025-04-04,25.80,25.98,25.75,25.85,1310000
2025-04-07,25.85,26.02,25.80,25.90,1280000
2025-04-08,25.90,26.08,25.85,25.95,1320000
2025-04-09,25.95,26.12,25.90,26.00,1260000
2025-04-10,26.00,26.18,25.95,26.05,1240000
2025-04-11,26.05,26.22,26.00,26.10,1280000
2025-04-14,26.10,26.28,26.05,26.15,1220000
2025-04-15,26.15,26.32,26.10,26.20,1250000
2025-04-16,26.20,26.38,26.15,26.25,1270000
2025-04-17,26.25,26.42,26.20,26.30,1290000
2025-04-18,26.30,26.48,26.25,26.35,1310000
2025-04-21,26.35,26.52,26.30,26.40,1280000
2025-04-22,26.40,26.58,26.35,26.45,1320000
2025-04-23,26.45,26.62,26.40,26.50,1260000
2025-04-24,26.50,26.68,26.45,26.55,1240000
2025-04-25,26.55,26.72,26.50,26.60,1280000
2025-04-28,26.60,26.78,26.55,26.65,1220000
2025-04-29,26.65,26.82,26.60,26.70,1250000
2025-04-30,26.70,26.88,26.65,26.75,1270000
2025-05-05,26.75,26.92,26.70,26.80,1290000
2025-05-06,26.80,26.98,26.75,26.85,1310000
2025-05-07,26.85,27.02,26.80,26.90,1280000
2025-05-08,26.90,27.08,26.85,26.95,1320000
2025-05-09,26.95,27.12,26.90,27.00,1260000
2025-05-12,27.00,27.18,26.95,27.05,1240000
2025-05-13,27.05,27.22,27.00,27.10,1280000
2025-05-14,27.10,27.28,27.05,27.15,1220000
2025-05-15,27.15,27.32,27.10,27.20,1250000
2025-05-16,27.20,27.38,27.15,27.25,1270000
2025-05-19,27.25,27.42,27.20,27.30,1290000
2025-05-20,27.30,27.48,27.25,27.35,1310000
2025-05-21,27.35,27.52,27.30,27.40,1280000
2025-05-22,27.40,27.58,27.35,27.45,1320000
2025-05-23,27.45,27.62,27.40,27.50,1260000
2025-05-26,27.50,27.68,27.45,27.55,1240000
2025-05-27,27.55,27.72,27.50,27.60,1280000
2025-05-28,27.60,27.78,27.55,27.65,1220000
2025-05-29,27.65,27.82,27.60,27.70,1250000
2025-05-30,27.70,27.88,27.65,27.75,1270000
2025-06-02,27.75,27.92,27.70,27.80,1290000
2025-06-03,27.80,27.98,27.75,27.85,1310000
2025-06-04,27.85,28.02,27.80,27.90,1280000
2025-06-05,27.90,28.08,27.85,27.95,1320000
2025-06-06,27.95,28.12,27.90,28.00,1260000
2025-06-09,28.00,28.18,27.95,28.05,1240000
2025-06-10,28.05,28.22,28.00,28.10,1280000
2025-06-11,28.10,28.28,28.05,28.15,1220000
2025-06-12,28.15,28.32,28.10,28.20,1250000
2025-06-13,28.20,28.38,28.15,28.25,1270000
2025-06-16,28.25,28.42,28.20,28.30,1290000
2025-06-17,28.30,28.48,28.25,28.35,1310000
2025-06-18,28.35,28.52,28.30,28.40,1280000
2025-06-19,28.40,28.58,28.35,28.45,1320000
2025-06-20,28.45,28.62,28.40,28.50,1260000
2025-06-23,28.50,28.68,28.45,28.55,1240000
2025-06-24,28.55,28.72,28.50,28.60,1280000
2025-06-25,28.60,28.78,28.55,28.65,1220000
2025-06-26,28.65,28.82,28.60,28.70,1250000
2025-06-27,28.70,28.88,28.65,28.75,1270000
2025-06-30,28.75,28.92,28.70,28.80,1290000
2025-07-01,28.80,28.98,28.75,28.85,1310000
2025-07-02,28.85,29.02,28.80,28.90,1280000
2025-07-03,28.90,29.08,28.85,28.95,1320000
2025-07-04,28.95,29.12,28.90,29.00,1260000
2025-07-07,29.00,29.18,28.95,29.05,1240000
2025-07-08,29.05,29.22,29.00,29.10,1280000
2025-07-09,29.10,29.28,29.05,29.15,1220000
2025-07-10,29.15,29.32,29.10,29.20,1250000
2025-07-11,29.20,29.38,29.15,29.25,1270000
2025-07-14,29.25,29.42,29.20,29.30,1290000
2025-07-15,29.30,29.48,29.25,29.35,1310000
2025-07-16,29.35,29.52,29.30,29.40,1280000
2025-07-17,29.40,29.58,29.35,29.45,1320000
2025-07-18,29.45,29.62,29.40,29.50,1260000
2025-07-21,29.50,29.68,29.45,29.55,1240000
2025-07-22,29.55,29.72,29.50,29.60,1280000
2025-07-23,29.60,29.78,29.55,29.65,1220000
2025-07-24,29.65,29.82,29.60,29.70,1250000
2025-07-25,29.70,29.88,29.65,29.75,1270000
2025-07-28,29.75,29.92,29.70,29.80,1290000
2025-07-29,29.80,29.98,29.75,29.85,1310000
2025-07-30,29.85,30.02,29.80,29.90,1280000
2025-07-31,29.90,30.08,29.85,29.95,1320000
2025-08-01,29.95,30.12,29.90,30.00,1260000
2025-08-04,30.00,30.18,29.95,30.05,1240000
2025-08-05,30.05,30.22,30.00,30.10,1280000
2025-08-06,30.10,30.28,30.05,30.15,1220000
2025-08-07,30.15,30.32,30.10,30.20,1250000
2025-08-08,30.20,30.38,30.15,30.25,1270000
2025-08-11,30.25,30.42,30.20,30.30,1290000
2025-08-12,30.30,30.48,30.25,30.35,1310000
2025-08-13,30.35,30.52,30.30,30.40,1280000
2025-08-14,30.40,30.58,30.35,30.45,1320000
2025-08-15,30.45,30.62,30.40,30.50,1260000
2025-08-18,30.50,30.68,30.45,30.55,1240000
2025-08-19,30.55,30.72,30.50,30.60,1280000
2025-08-20,30.60,30.78,30.55,30.65,1220000
2025-08-21,30.65,30.82,30.60,30.70,1250000
2025-08-22,30.70,30.88,30.65,30.75,1270000
2025-08-25,30.75,30.92,30.70,30.80,1290000
2025-08-26,30.80,30.98,30.75,30.85,1310000
2025-08-27,30.85,31.02,30.80,30.90,1280000
2025-08-28,30.90,31.08,30.85,30.95,1320000
2025-08-29,30.95,31.12,30.90,31.00,1260000
