trial,time,x,y,z,vx,tilt
0,0.05,-0.0004933116512580494,1.4335534584313017e-05,0.23626000856529714,0.0028336872368754694,0.005419620342719443
0,0.052000000000000005,-0.00048786633283452366,1.400451394952219e-05,0.2352006590026231,0.002722659211762864,0.0053486510745229445
0,0.054,-0.00048267909224220754,1.3675569576541258e-05,0.23410206273245213,0.002593620296158049,0.005280575953682357
0,0.056,-0.000477775404269739,1.3349248093985631e-05,0.23296422104417466,0.002451843986234276,0.005215799962406301
0,0.058,-0.0004731720408174714,1.302596444551085e-05,0.23178713515119592,0.0023016817261337767,0.005154601467471828
0,0.06,-0.0004688786337350681,1.2706022048597128e-05,0.23057080616095843,0.002146703541201655,0.00509715543823929
0,0.062,-0.0004648989971379271,1.2389630338947565e-05,0.22931523505615223,0.0019898182985704964,0.0050435529713597485
0,0.064,-0.000461232244117266,1.2076920036728097e-05,0.2280204226849818,0.0018333765103305674,0.004993817664644992
0,0.066,-0.00045787372778205155,1.1767956415724387e-05,0.22668636975850737,0.0016792581676072253,0.0049479193107012
0,0.068,-0.00045481583231402403,1.1462750815037755e-05,0.2253130768533082,0.0015289477340137744,0.004905785316400403
0,0.07,-0.00045204863606956316,1.1161270600911808e-05,0.2239005444179751,0.0013835981222304517,0.0048673101970589895
0,0.07200000000000001,-0.00044956046563272866,1.086344776076582e-05,0.22244877278219954,0.0012440852184172416,0.004832363443973143
0,0.074,-0.0004473383570362697,1.0569186290549915e-05,0.22095776216746785,0.0011110542982294704,0.00480079602021243
0,0.076,-0.0004453684380577533,1.0278368518820908e-05,0.21942751269858474,0.0009849594892582265,0.004772445701694038
0,0.078,-0.00044363624351218976,9.990860495598252e-06,0.21785802441543514,0.0008660972727817766,0.004747141447925048
0,0.08,-0.0004421269737548026,9.7065165605254e-06,0.2162492972845486,0.0007546348786935981,0.00472470695879468
0,0.082,-0.0004408257051388598,9.425183192758325e-06,0.2146013312101572,0.0006506343079714029,0.0047049635498437195
0,0.084,-0.00043971755991039637,9.146702234082905e-06,0.21291412604454052,0.0005540726142317057,0.0046877324580023695
0,0.08600000000000001,-0.0004387878419356189,8.870913566861271e-06,0.21118768159752974,0.00046485898738875145,0.004672836672391348
0,0.088,-0.00043802214372324916,8.597657319410305e-06,0.20942199764510608,0.0003828491061848481,0.004660102369998171
0,0.09,-0.0004374064294019218,8.326775663240062e-06,0.2076170739370737,0.00030785716066368887,0.004649360023496429
0,0.092,-0.00043692709762381646,8.058114259161387e-06,0.20577291020382127,0.00023966588905267216,0.004640445237844483
0,0.094,-0.00043657102777431916,7.791523402555982e-06,0.20388950616220988,0.00017803492474865697,0.004633199363298113
0,0.096,-0.00043632561236014777,7.526858912039802e-06,0.2019668615206408,0.00012270770708568577,0.00462746992485598
0,0.098,-0.00043617877801339737,7.263982800296074e-06,0.20000497598336603,7.341717337521172e-05,0.0046231109017182736
0,0.1,-0.00043611899717629725,7.002763760963302e-06,0.19800384925410955,2.989041855006618e-05,0.004619982884898966
0,0.10200000000000001,-0.00043613529221245056,6.743077501093355e-06,0.19596348103906885,-8.147518076661054e-06,0.0046179531365384404
0,0.10400000000000001,-0.00043621723341745553,6.4848069448032675e-06,0.19388387104936503,-4.097060250249241e-05,0.004616895570586252
0,0.106,-0.00043635493216862817,6.2278423302910184e-06,0.19176501900300713,-6.88493755863112e-05,0.004616690671253413
0,0.108,-0.00043653903025448447,5.972081219331362e-06,0.1896069246264328,-9.204904292814852e-05,0.00461722536287647
0,0.11,-0.0004367606862548909,5.717428435675223e-06,0.1874095876556822,-0.00011082800020322798,0.004618392842512651
0,0.112,-0.00043701155969821085,5.463795946410136e-06,0.18517300783725768,-0.00012543672165996918,0.004620092384629414
0,0.114,-0.0004372837935987924,5.21110269826644e-06,0.18289718492871637,-0.0001361169502907504,0.004622229125606293
0,0.116,-0.0004375699958736829,4.959274419043629e-06,0.18058211869903787,-0.0001431011374452494,0.00462471383438368
0,0.11800000000000001,-0.00043786322004886816,4.7082433927549435e-06,0.1782278089288046,-0.00014661208759261557,0.004627462674431917
0,0.12,-0.00043815694559033806,4.457948215719744e-06,0.17583425541022787,-0.00014686277073495352,0.004630396961239971
0,0.122,-0.00043844505813191755,4.2083335396486034e-06,0.17340145794704806,-0.00014405627078974145,0.00463344291870741
0,0.124,-0.00043872182981837796,3.9593498067437525e-06,0.17092941635433442,-0.00013838584323019182,0.004636531437141402
0,0.126,-0.00043898189993741513,3.710952980957905e-06,0.16841813045820542,-0.0001300350595185952,0.004639597834991493
0,0.128,-0.0004392202559763963,3.4631042788001e-06,0.16586760009548834,-0.00011917801949058896,0.004642581625981265
0,0.13,-0.0004394322152082683,3.2157699024322567e-06,0.1632778251133336,-0.00010597961593600327,0.00464542629290263
0,0.132,-0.0004396134068847692,2.9689207772506594e-06,0.16064880536879694,-9.059583825042931e-05,0.004648079069013134
0,0.134,-0.0004397597550933016,2.722532295680175e-06,0.1579805407284005,-7.317410426620956e-05,0.004650490727708152
0,0.136,-0.0004398674623158386,2.4765840685146097e-06,0.15527303106768178,-5.385361126849482e-05,0.004652615380919675
0,0.138,-0.00043993299371345807,2.231059684804591e-06,0.1525262762707382,-3.2765698809735415e-05,0.004654410286513421
0,0.14,-0.0004399530621480504,1.9859464810161003e-06,0.14974027622977304,-1.0034217296183037e-05,0.004655835664810101
0,0.14200000000000002,-0.00043992461394298744,1.7412353199508975e-06,0.14691503084464794,1.4224102531492206e-05,0.00465685452423916
0,0.14400000000000002,-0.0004398448153767199,1.4969203797279273e-06,0.14405054002244552,3.989928313375974e-05,0.004657432496039662
0,0.146,-0.0004397110398970779,1.2529989529667125e-06,0.14114680367704543,6.688773982101097e-05,0.0046575376778492
0,0.148,-0.0004395208560392157,1.0094712561847457e-06,0.13820382172871562,9.509192893111714e-05,0.004657140485964497
0,0.15,-0.00043927201602645175,7.663402493166404e-07,0.13522159410372092,0.00012442000638196834,0.004656213516013959
0,0.152,-0.0004389624450305091,5.236114651795639e-07,0.13220012073394977,0.0001547854979713025,0.004654731411750402
0,0.154,-0.0005080137293732635,-2.175588281891681e-06,0.1294014590380708,-0.03452564217137718,0.004652670741649515
0,0.156,-0.0006440256953113115,-7.5808617909910135e-06,0.12679180339886706,-0.06800598296902402,0.001481448093544582
0,0.158,-0.0008448206285047445,-1.5938632361841807e-05,0.12434196338952007,-0.1003974665967165,0.004368927385901679
0,0.16,-0.0011084371541563358,-2.7491231976853618e-05,0.12202675254648546,-0.13180826282579566,0.012429490576532101
0,0.162,-0.0014331158977745925,-4.2476230604897006e-05,0.1198244548746488,-0.16233937180912833,0.022339002142217682
0,0.164,-0.0018172810348689801,-6.112592123010303e-05,0.11771635818913713,-0.19208256854719377,0.03377514409104844
0,0.166,-0.0022595638318480137,-8.400993997801147e-05,0.11568655179440304,-0.22114139848951678,0.04646350577472334
0,0.168,-0.002758760074638222,-0.00011184880022187907,0.11372144069074347,-0.24959812139510415,0.06017331087929983
0,0.17,-0.003313772571308297,-0.0001452077782453042,0.11180924472546436,-0.2775062483350376,0.07470977227629601
0,0.17200000000000001,-0.003923598075417474,-0.00018451675086424745,0.10993974877923751,-0.30491275205458845,0.08990633493567511
0,0.17400000000000002,-0.004587335177073991,-0.00022994708179798943,0.10810418178400183,-0.3318685508282586,0.10562077351920066
0,0.176,-0.005304156048330061,-0.0002815335791494298,0.10629494267472776,-0.358410435628035,0.12173335218032143
0,0.178,-0.0060733679629603465,-0.00033956204831139954,0.10450582899462198,-0.3846059573151428,0.13814254341151916
0,0.18,-0.006920593710549969,-0.0003967753068260823,0.10275010310365572,-0.42361287379481105,0.15476841254006163
0,0.182,-0.007842372573243557,-0.00045384505186378413,0.10102394556785518,-0.4608894313467944,0.17149163945349397
0,0.184,-0.008835267016343426,-0.0005114628924757055,0.09932356320315647,-0.49644722154993437,0.18832250478560406
0,0.186,-0.009895884142072294,-0.0005703569709470044,0.09764519937938088,-0.5303085628644344,0.205269835911861
0,0.188,-0.011020903223434544,-0.0006312978756266577,0.0959851490548183,-0.5625095406811252,0.22234110653893296
0,0.19,-0.012207108565777378,-0.0006950962217398826,0.0943397767831734,-0.5931026711714169,0.23954276535196115
0,0.192,-0.013451146290048656,-0.000762885805314679,0.09270560246159947,-0.622018862135639,0.2568807015747809
0,0.194,-0.01474924515129247,-0.0008363739336364744,0.09107932777658932,-0.6490494306219067,0.27436569894475404
0,0.196,-0.01610105473105142,-0.0009160873586418072,0.08945942427522115,-0.6759047898794759,0.29201753329023744
0,0.198,-0.017507052156428702,-0.0010022901282215689,0.0878446376331631,-0.7029987126886406,0.3098467708554931
0,0.2,-0.018967762083585957,-0.0010952590173967307,0.08623352002939809,-0.7303549635786274,0.3278619318817786
0,0.202,-0.020483562086458865,-0.001189968672229401,0.08457979590819756,-0.7579000014364535,0.34607111271593677
0,0.20400000000000001,-0.021990954496054156,-0.0012820924468700814,0.08289327192751228,-0.7536962047976458,0.3638068534701511
0,0.20600000000000002,-0.023319810203218178,-0.001241313278769628,0.08148227820085104,-0.6644278535820113,0.38161184918087654
0,0.20800000000000002,-0.024399096800985398,-0.0011957374712934545,0.0804233937882333,-0.5396432988836101,0.3963885954284609
0,0.21,-0.02526431745682923,-0.0011471421793799094,0.0796488222311998,-0.43261032792191456,0.40815336305766187
0,0.212,-0.025949349018153364,-0.0010972043054247838,0.0791075657942123,-0.34251578066206845,0.41737396715300124
0,0.214,-0.026482703014321363,-0.0010471746883660622,0.07875608516952862,-0.26667699808400036,0.4244902815728774
0,0.216,-0.02688839058085409,-0.0009979615770388485,0.078557341073236,-0.20284378326636204,0.42986510887047014
0,0.218,-0.027186638552955916,-0.0009502010009648797,0.07847993216196014,-0.1491239860509137,0.4337980561549948
0,0.22,-0.02739541400503947,-0.0009034642084034831,0.07850076296260088,-0.10438772604177672,0.43653679361383374
0,0.222,-0.027529510146423013,-0.0008582916672254564,0.07859743262500479,-0.06704807069177204,0.43831786673840206
0,0.224,-0.02760124827441331,-0.0008150363387924624,0.07875101916992062,-0.03586906399514944,0.43930882501660007
0,0.226,-0.02762088492237432,-0.0007739084191089513,0.07894560735034939,-0.009818323980504827,0.43964731478389046
0,0.228,-0.027596948421935174,-0.0007350107803603467,0.07916786766173912,0.011968250219573269,0.4394463901895145
0,0.23,-0.027536518344549163,-0.0006983668477518309,0.07940668466706104,0.030215038693006006,0.4387988196269933
0,0.232,-0.027445458445736332,-0.000663942377506042,0.07965283142565702,0.045529949406416054,0.43778059656848656
0,0.234,-0.02732861694173681,-0.00063166696402092,0.07989868783318974,0.05842075199976074,0.4364538161029173
0,0.23600000000000002,-0.0271899869488232,-0.0006014432698196152,0.08013799696636371,0.0693149964568044,0.43486902531446975
0,0.23800000000000002,-0.027032988729519047,-0.00057312767344013,0.0803659819462495,0.07849910965207643,0.433067220914424
0,0.24,-0.026860480418002895,-0.0005465619115723163,0.08057890410671481,0.08625415575807499,0.4310841867428268
0,0.242,-0.026674802158358216,-0.0005215868867584071,0.08077379285079551,0.09283912982233958,0.4289496801887425
0,0.244,-0.026477846088643356,-0.0004980453785795853,0.08094829963898639,0.09847803485743058,0.4266876081163393
0,0.246,-0.02627106395538079,-0.0004757068679847115,0.08110059684165885,0.10339106663128282,0.4243168560616101
0,0.248,-0.02605545571258361,-0.00045412696948311386,0.0812293015504195,0.10780412139858961,0.4218519891461827
0,0.25,-0.02583152607817002,-0.00043258162099886726,0.08133344622795798,0.11196481720679524,0.4193037057783081
0,0.252,-0.025599560875102803,-0.00041035071755551075,0.08141220582666138,0.11598260153360762,0.4166788339498209
0,0.254,-0.025359617510522774,-0.0003868046271518255,0.08146478666735021,0.1199716822900146,0.41398061956177745
0,0.256,-0.025111519033201062,-0.0003614050265180418,0.08149034841633145,0.12404923866085574,0.411209292254774
0,0.258,-0.024863442189744334,-0.0003358610226948529,0.08148473231440585,0.12403842172836381,0.40836214472612753
0,0.26,-0.024614340227531794,-0.00031013806260268145,0.08144852481818309,0.1245509811062699,0.40527696821502696
0,0.262,-0.024383932305483184,-0.0002779232691013053,0.08143187936077942,0.11520396102430559,0.40199131816348943
0,0.264,-0.02417588966660235,-0.00023578516881258757,0.08144229216425772,0.10402131944041762,0.39894736814817455
0,0.266,-0.023988638550526954,-0.00018418565613296798,0.08147639496835828,0.09362555803769712,0.3961890580290314
0,0.268,-0.023820504128217488,-0.0001237361187713054,0.08153090593485593,0.08406721115473344,0.3936882012387549
0,0.27,-0.023669966863011885,-5.504599697907658e-05,0.08160304940290815,0.075268632602801,0.39141848000059937
0,0.272,-0.023535454295067513,2.1197856369579383e-05,0.08169013679233231,0.06725628397218647,0.3893573658768357
0,0.274,-0.02341590052206716,0.00010452576561654319,0.08178980621901515,0.0597768865001756,0.387483813654603
0,0.276,-0.023310394978729734,0.00019451085266722443,0.08189990679381981,0.05275277166871261,0.38577570431821434
0,0.278,-0.023217966385996235,0.00029066741736239273,0.08201842484955388,0.04621429636675027,0.3842119390124455
0,0.28,-0.023137566786268535,0.0003924182440758052,0.08214355596840107,0.04019979986384929,0.3827737001034881
0,0.28200000000000003,-0.02306807055845407,0.000499089550163565,0.0822737307092442,0.0347481139072312,0.38144477767793444
0,0.28400000000000003,-0.023008410049758947,0.0006100860902394325,0.08240743495159249,0.029830254347561876,0.3802116399216792
0,0.28600000000000003,-0.022957581690760967,0.0007248843070405294,0.08254323243062106,0.02541417949898995,0.3790620171543022
0,0.28800000000000003,-0.0229146499394907,0.0008430262034110621,0.08267978079092854,0.021465875635134628,0.37798482219570284
0,0.29,-0.022878749488596917,0.0009641137736411312,0.08281584241556897,0.017950225446891264,0.3769700729038877
0,0.292,-0.022849086090564488,0.0010878038845081183,0.08295029105319303,0.014831699016214398,0.37600881763409544
0,0.294,-0.022824812679359367,0.001213641829100572,0.0830822903275863,0.012136705602560187,0.37509306397164666
0,0.296,-0.022805109095001965,0.0013411784135890941,0.08321114725383404,0.009851792178700499,0.37421707487202827
0,0.298,-0.022789200298961393,0.0014699951440257215,0.0833362739470697,0.007954398020286618,0.3733763297448318
0,0.3,-0.022776356328287093,0.0015997032555969642,0.08345717948918148,0.006421985337149553,0.37256718410173567
0,0.302,-0.02276589181801403,0.001729942543084268,0.08357346189070347,0.005232255136531347,0.37178674560065306
0,0.304,-0.02275716911725715,0.0018603816030816837,0.08368479332468441,0.004361350378441687,0.3710327611741738
0,0.306,-0.022749616155307895,0.001990723710018087,0.0837908791404021,0.003776480974627597,0.37030354999657017
0,0.308,-0.022742717960042864,0.002120702260766612,0.08389146361567966,0.003449097632516393,0.369598081204985
0,0.31,-0.02273600642314625,0.0022500757577473872,0.08398633903352684,0.0033557684483074496,0.3689158268619259
0,0.312,-0.02272905250189219,0.0023786239355768125,0.08407535079140802,0.0034769606270292947,0.36825660919643954
0,0.314,-0.022721460126674167,0.002506144711698748,0.08415839988448198,0.0037961876090116167,0.3676204786710031
0,0.316,-0.0227128482355936,0.002632446768625488,0.08423546683440009,0.004305945540283426,0.36700761553809313
0,0.318,-0.022702847389946764,0.0027573479647621003,0.08430661031093833,0.005000422823418337,0.36641812976538274
0,0.32,-0.022691106616931772,0.002880677798537811,0.08437194796556152,0.005870386507496813,0.3658520004188958
0,0.322,-0.02267729814501831,0.0030022790851898084,0.08443164128539185,0.006904235956731486,0.3653091161744493
0,0.324,-0.022661107851575782,0.0031220030791580876,0.08448588842297741,0.008095146721263904,0.3647893027468827
0,0.326,-0.022642705741543718,0.00323998318889123,0.0845351781608511,0.009201055016032713,0.3642924822333107
0,0.328,-0.022622256043868312,0.0033563392624993372,0.08457997605100799,0.010224848837702171,0.3638160832077689
0,0.33,-0.022599898307346652,0.00347116869925004,0.08462070872410953,0.01117886826082954,0.36335773436079605
0,0.332,-0.022575754511618654,0.003584552865751171,0.08465776576275519,0.01207189786399951,0.36291538673302604
0,0.334,-0.02255002288204705,0.003696572527885516,0.08469152840350032,0.012865814785802433,0.36248727012652393
0,0.336,-0.022522895590867786,0.0038073014415726503,0.08472234583883831,0.013563645589632047,0.36207141818161676
0,0.338,-0.022494534052266774,0.003916805428998433,0.08475052947001978,0.014180769300505812,0.36166607406077955
0,0.34,-0.02246507504687388,0.004025144390459232,0.08477635675992272,0.01472950269644752,0.36126979434926865
0,0.342,-0.022434635491846405,0.004132373761569428,0.08480007477892819,0.015219777513738255,0.3608813959628971
0,0.34400000000000003,-0.022403316183011585,0.00423854556913132,0.08482190343278018,0.01565965441741059,0.3604999114325843
0,0.34600000000000003,-0.022375646177052948,0.004334215803865452,0.08484316298417825,0.013835002979319172,0.3601245513208041
0,0.34800000000000003,-0.02235168051782087,0.004419433573242114,0.08486362008406716,0.01198282961603944,0.35981890773734126
0,0.35000000000000003,-0.022331452165500167,0.0044942459174073185,0.08488309144049738,0.010114176160350026,0.359575684722457
0,0.352,-0.022314909942863486,0.00455882497005137,0.08490142064154549,0.008271111318340466,0.35938882263244226
0,0.354,-0.022301876889058856,0.00461355541249564,0.08491846052495107,0.006516526902315091,0.35925256532050354
0,0.356,-0.022292097187519903,0.004658955826858397,0.08493408027989471,0.004889850769476501,0.3591608946044953
0,0.358,-0.022285275673116854,0.004695614945318942,0.08494817240709257,0.003410757201524074,0.3591079173315554
0,0.36,-0.022281174039982744,0.0047240525414424086,0.08496066654038278,0.0020508165670556854,0.35908813096654246
0,0.362,-0.02227963806470093,0.0047446751749167316,0.08497152802867675,0.0007679876409071246,0.359097188863077
0,0.364,-0.022280505905015437,0.004757896559092096,0.08498073620783446,-0.00043392015725303565,0.3591320118505285
0,0.366,-0.022283615012713122,0.004764129002388677,0.08498828442471204,-0.001554553848842526,0.3591898275937825
0,0.368,-0.022288806776664418,0.004763778242200733,0.08499417959411132,-0.0025958819756489557,0.3592681674494776
0,0.37,-0.022295929881866943,0.004757240023050682,0.08499844153808188,-0.003561552601263222,0.3593648511399656
0,0.372,-0.022304912753413477,0.004744781539943328,0.0850011167586686,-0.004491435773267059,0.35947796773927276
0,0.374,-0.022315827954867723,0.004726450273385852,0.08500228792106208,-0.005457600727123224,0.35960635459569884
0,0.376,-0.022328740620904636,0.004702301636868776,0.08500203047866638,-0.006456333018456123,0.35975046811326034
0,0.378,-0.022343708213349273,0.004672400598966107,0.08500041331728912,-0.00748379622231736,0.3599107189033308
0,0.38,-0.022360780197401862,0.004636823088776065,0.08499749924577658,-0.008535992026295324,0.3600874658155072
0,0.382,-0.0223799976968456,0.0045956571520908455,0.08499334540651113,-0.009608749721869026,0.3602810094620876
0,0.384,-0.022401393181678452,0.004549003812580589,0.08498800366086656,-0.010697742416425092,0.3604915859558463
0,0.386,-0.022424990235686715,0.004496977586793152,0.08498152098794236,-0.01179852700413141,0.36071936153606443
0,0.388,-0.02245080344403934,0.0044397066053122325,0.08497393991925749,-0.0129066041763114,0.3609644286898751
0,0.39,-0.022478839899675626,0.004377327425148078,0.08496529985855665,-0.014018227818144425,0.36122680427083126
0,0.392,-0.022509103084627852,0.004309972593224213,0.08495563932961801,-0.015131592476112772,0.3615064665272904
0,0.394,-0.022541593858517582,0.004237769064370812,0.0849449956504423,-0.016245386944864923,0.36180344409866166
0,0.396,-0.022576311177803697,0.004160837318237261,0.08493340447187836,-0.017358659643057443,0.36211781783491137
0,0.398,-0.02261325269743878,0.004079290647131078,0.08492089932251116,-0.018470759817542242,0.3624497180491084
0,0.4,-0.0226524152807036,0.003993234570556046,0.08490751118254328,-0.01958129163241005,0.3627993215540313
0,0.402,-0.022693814624797887,0.0039026952453613865,0.08489328029486067,-0.020699672047142376,0.36316684886056483
0,0.404,-0.02273638811362744,0.003810563181860523,0.08487780961443213,-0.021286744414777774,0.36355311987922756
0,0.406,-0.022780010357062713,0.0037167095208074544,0.0848613316910756,-0.02181112171763649,0.36393676740931863
0,0.40800000000000003,-0.022824595546832513,0.0036210085373398226,0.0848440403304247,-0.022292594884900797,0.36432141315045136
0,0.41000000000000003,-0.022871566683130815,0.0035212547248806396,0.0848262607664644,-0.02348556814915048,0.364710206822239
0,0.41200000000000003,-0.022920807594004288,0.003417689757998932,0.08480795203585494,-0.02462045543673638,0.36512113365250304
0,0.41400000000000003,-0.022972354283845104,0.003310002767162998,0.0847891651975278,-0.02577334492040825,0.365552626834624
0,0.41600000000000004,-0.02302627915578864,0.0031978487620355936,0.08476992741773227,-0.02696243597176834,0.3660077041224551
0,0.418,-0.02308267975180796,0.0030808715412964684,0.08475024028022281,-0.02820029800966133,0.3664894652083677
0,0.42,-0.023141673393073922,0.002958705344906259,0.08473008259589081,-0.02949682063298088,0.3670009398295395
0,0.422,-0.023203393006583087,0.002830976354594223,0.08470941294482587,-0.03085980675458211,0.36754511896180897
0,0.424,-0.023265723237677522,0.0026999131335166213,0.08468807582273594,-0.03116511554721703,0.368124983631226
0,0.426,-0.023331675579346244,0.002562118997601231,0.08466634369705095,-0.03297617083436129,0.3687237283443466
0,0.428,-0.023401296430887016,0.002417261031593052,0.08464415040450295,-0.03481042577038625,0.3693692760428236
0,0.43,-0.023474654938609583,0.002265001504543262,0.08462140779742354,-0.03667925386128455,0.3700642264544285
0,0.432,-0.02355183762751486,0.002104998274560839,0.08459800859888265,-0.038591344452637094,0.37081128835167954
0,0.434,-0.02363294472414713,0.0019369048609317837,0.08457382872165513,-0.040553548316136674,0.3716133040941457
0,0.436,-0.023718087581735093,0.0017603703446236406,0.08454872912534521,-0.04257142879398043,0.37247327502211897
0,0.438,-0.023803304355867038,0.001579224911095026,0.08452239641311428,-0.04260838706597307,0.3733943873434424
0,0.44,-0.02389204430273271,0.001394736466727459,0.08449368850642647,-0.044369973432837,0.3743423474349281
0,0.442,-0.023983772389039277,0.0012075627572211024,0.08446265606931659,-0.0458640431532829,0.3753026941976325
0,0.444,-0.02407820055460421,0.0010182739263889617,0.08442942586550256,-0.04721408278246689,0.3762714976205399
0,0.446,-0.02417506502519507,0.000827351888981371,0.08439413999949845,-0.048432235295429824,0.3772450105737005
0,0.448,-0.02427411860483956,0.0006349378880046065,0.08435698181315038,-0.049526789822244364,0.378220597490238
0,0.45,-0.024375155314789843,0.0004409727165937424,0.08431813932227467,-0.05051835497514144,0.379199677549749
0,0.452,-0.02447802413109673,0.00024540552415755674,0.08427776969421939,-0.05143440815344484,0.3801858170552642
0,0.454,-0.024582617084195527,4.819052904140892e-05,0.08423600151128693,-0.05229647654939777,0.38118206677409006
0,0.456,-0.024688859515859737,-0.00015071540921261325,0.08419293694538754,-0.053121215832105294,0.38219104161444645
0,0.458,-0.02479670217752594,-0.00035135454145286454,0.08414865389710532,-0.053921330833100356,0.3832149877408503
0,0.46,-0.024890110111013726,-0.0005279320984613642,0.0841213798054406,-0.04670396674389408,0.38425583979266204
0,0.462,-0.02497049016972344,-0.0006826084443355097,0.08410786183812353,-0.04019002935485819,0.3850891674468065
0,0.464,-0.025039238927343416,-0.0008174805415413355,0.08410495143115591,-0.034374378809987706,0.38573692878938365
0,0.466,-0.025097801346885593,-0.0009345048091947369,0.08410957925440668,-0.02928120977108925,0.38622061508078903
0,0.468,-0.025147496778712822,-0.0010354446279864826,0.08411897031444361,-0.024847715913614468,0.386561305880702
0,0.47000000000000003,-0.02518946277138511,-0.0011218580509733654,0.08413074221604468,-0.02098299633614426,0.3867779343320521
0,0.47200000000000003,-0.025224549053540605,-0.001195169880706831,0.08414298887896755,-0.017543141077747584,0.38688689166055124
0,0.47400000000000003,-0.025256536529351697,-0.0012530317610753977,0.08414867286163638,-0.015993737905545757,0.3869034551618575
0,0.47600000000000003,-0.025286104558887194,-0.0012959665642626,0.08414616860200275,-0.014784014767748072,0.38687224990362357
0,0.47800000000000004,-0.02530854777469461,-0.0013284189466764658,0.08414280796851577,-0.011221607903708571,0.38680439284831447
0,0.48,-0.02532483613728422,-0.0013521374496477524,0.08413784456623462,-0.00814418129480322,0.3866681294382754
0,0.482,-0.02533584615679884,-0.0013686338940796447,0.08413076174792143,-0.00550500975730985,0.386471864928558
0,0.484,-0.025342417841264536,-0.0013791816552662726,0.08412122403408223,-0.0032858422328477977,0.38622345135875497
0,0.486,-0.025345291814625744,-0.001384880068603013,0.08410903305348032,-0.0014369866806032646,0.3859296855340601
0,0.488,-0.02534511811362492,-0.001386676115518275,0.08409409724980214,8.685050041212523e-05,0.38559692201568857
0,0.49,-0.025342464216878826,-0.0013853823440825998,0.08407640772649998,0.0013269483730469365,0.38523101386320435
0,0.492,-0.025337823065855643,-0.001381692325670503,0.08405601924388961,0.0023205755115918176,0.3848372818985127
0,0.494,-0.025331621409335398,-0.0013761944513480896,0.08403303555510806,0.0031008282601226625,0.38442051084105117
0,0.496,-0.025325133895672616,-0.001371146311090968,0.08401257321432516,0.0032437568313912193,0.3839849686980337
0,0.498,-0.02531884914401515,-0.0013667231503544553,0.08399455447457385,0.0031423758287312917,0.38360762364317635
0,0.5,-0.025313136370972253,-0.0013630138525301504,0.08397896074254825,0.002856386521449108,0.38328244483955376
