date,open,high,low,close,volume
2024-07-17,23.05,23.20,22.90,23.15,460
2024-07-18,23.15,23.30,23.00,23.25,440
2024-07-19,23.25,23.40,23.10,23.35,420
2024-07-22,23.35,23.50,23.20,23.45,400
2024-07-23,23.45,23.60,23.30,23.55,380
2024-07-24,23.55,23.70,23.40,23.65,360
2024-07-25,23.65,23.80,23.50,23.75,340
2024-07-26,23.75,23.90,23.60,23.85,320
2024-07-29,23.85,24.00,23.70,23.95,300
2024-07-30,23.95,24.10,23.80,24.05,280
2024-07-31,24.05,24.20,23.90,24.15,260
2024-08-01,24.15,24.30,24.00,24.25,240
2024-08-02,24.25,24.40,24.10,24.35,220
2024-08-05,24.35,24.50,24.20,24.45,200
2024-08-06,24.45,24.60,24.30,24.55,190
2024-08-07,24.55,24.70,24.40,24.65,180
2024-08-08,24.65,24.80,24.50,24.75,170
2024-08-09,24.75,24.90,24.60,24.85,160
2024-08-12,24.85,25.00,24.70,24.95,150
2024-08-13,24.95,25.10,24.80,25.05,140
2024-08-14,25.05,25.20,24.90,25.15,130
2024-08-15,25.15,25.30,25.00,25.25,120
2024-08-16,25.25,25.40,25.10,25.35,110
2024-08-19,25.35,25.50,25.20,25.45,100
2024-08-20,25.45,25.60,25.30,25.55,95
2024-08-21,25.55,25.70,25.40,25.65,90
2024-08-22,25.65,25.80,25.50,25.75,85
2024-08-23,25.75,25.90,25.60,25.85,80
2024-08-26,25.85,26.00,25.70,25.95,75
2024-08-27,25.95,26.10,25.80,26.05,70
2024-08-28,26.05,26.20,25.90,26.15,65
2024-08-29,26.15,26.30,26.00,26.25,60
2024-08-30,26.25,26.40,26.10,26.35,55
2024-09-02,26.35,26.50,26.20,26.45,50
2024-09-03,26.45,26.60,26.30,26.55,48
2024-09-04,26.55,26.70,26.40,26.65,46
2024-09-05,26.65,26.80,26.50,26.75,44
2024-09-06,26.75,26.90,26.60,26.85,42
2024-09-09,26.85,27.00,26.70,26.95,40
2024-09-10,26.95,27.10,26.80,27.05,38
2024-09-11,27.05,27.20,26.90,27.15,36
2024-09-12,27.15,27.30,27.00,27.25,34
2024-09-13,27.25,27.40,27.10,27.35,32
2024-09-18,27.35,27.50,27.20,27.45,30
2024-09-19,27.45,27.60,27.30,27.55,28
2024-09-20,27.55,27.70,27.40,27.65,26
2024-09-23,27.65,27.80,27.50,27.75,24
2024-09-24,27.75,27.90,27.60,27.85,22
2024-09-25,27.85,28.00,27.70,27.95,20
2024-09-26,27.95,28.10,27.80,28.05,18
2024-09-27,28.05,28.20,27.90,28.15,16
2024-09-30,28.15,28.30,28.00,28.25,14
2024-10-08,28.25,28.40,28.10,28.35,12
2024-10-09,28.35,28.50,28.20,28.45,10
2024-10-10,28.45,28.60,28.30,28.55,9
2024-10-11,28.55,28.70,28.40,28.65,8
2024-10-14,28.65,28.80,28.50,28.75,7
2024-10-15,28.75,28.90,28.60,28.85,6
2024-10-16,28.85,29.00,28.70,28.95,5
2024-10-17,28.95,29.10,28.80,29.05,4
2024-10-18,29.05,29.20,28.90,29.15,3
2024-10-21,29.15,29.30,29.00,29.25,2
2024-10-22,29.25,29.40,29.10,29.35,1
2024-10-23,29.35,29.50,29.20,29.45,2
2024-10-24,29.45,29.60,29.30,29.55,3
2024-10-25,29.55,29.70,29.40,29.65,4
2024-10-28,29.65,29.80,29.50,29.75,5
2024-10-29,29.75,29.90,29.60,29.85,6
2024-10-30,29.85,30.00,29.70,29.95,7
2024-10-31,29.95,30.10,29.80,30.05,8
2024-11-01,30.05,30.20,29.90,30.15,9
2024-11-04,30.15,30.30,30.00,30.25,10
2024-11-05,30.25,30.40,30.10,30.35,11
2024-11-06,30.35,30.50,30.20,30.45,12
2024-11-07,30.45,30.60,30.30,30.55,13
2024-11-08,30.55,30.70,30.40,30.65,14
2024-11-11,30.65,30.80,30.50,30.75,15
2024-11-12,30.75,30.90,30.60,30.85,16
2024-11-13,30.85,31.00,30.70,30.95,17
2024-11-14,30.95,31.10,30.80,31.05,18
2024-11-15,31.05,31.20,30.90,31.15,19
2024-11-18,31.15,31.30,31.00,31.25,20
2024-11-19,31.25,31.40,31.10,31.35,21
2024-11-20,31.35,31.50,31.20,31.45,22
2024-11-21,31.45,31.60,31.30,31.55,23
2024-11-22,31.55,31.70,31.40,31.65,24
2024-11-25,31.65,31.80,31.50,31.75,25
2024-11-26,31.75,31.90,31.60,31.85,26
2024-11-27,31.85,32.00,31.70,31.95,27
2024-11-28,31.95,32.10,31.80,32.05,28
2024-11-29,32.05,32.20,31.90,32.15,29
2024-12-02,32.15,32.30,32.00,32.25,30
2024-12-03,32.25,32.40,32.10,32.35,31
2024-12-04,32.35,32.50,32.20,32.45,32
2024-12-05,32.45,32.60,32.30,32.55,33
2024-12-06,32.55,32.70,32.40,32.65,34
2024-12-09,32.65,32.80,32.50,32.75,35
2024-12-10,32.75,32.90,32.60,32.85,36
2024-12-11,32.85,33.00,32.70,32.95,37
2024-12-12,32.95,33.10,32.80,33.05,38
2024-12-13,33.05,33.20,32.90,33.15,39
2024-12-16,33.15,33.30,33.00,33.25,40
2024-12-17,33.25,33.40,33.10,33.35,41
2024-12-18,33.35,33.50,33.20,33.45,42
2024-12-19,33.45,33.60,33.30,33.55,43
2024-12-20,33.55,33.70,33.40,33.65,44
2024-12-23,33.65,33.80,33.50,33.75,45
2024-12-24,33.75,33.90,33.60,33.85,46
2024-12-25,33.85,34.00,33.70,33.95,47
2024-12-26,33.95,34.10,33.80,34.05,48
2024-12-27,34.05,34.20,33.90,34.15,49
2024-12-30,34.15,34.30,34.00,34.25,50
